Marital_status,Application_mode,Application_order,Course,schedule_attendance,Previous_qualification,Previous_qualification_grade,Nationality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
single,General Admission Phases,High Preference,Tourism,evening,High School Level,138.0,Brazil,Medium Educated,Medium Educated,Unskilled Labor,Unskilled Labor,126.5,yes,no,no,yes,female,yes,20,yes,0,6,7,6,12.86,0,0,6,8,5,11.8,0,8.9,1.4,3.51,Non Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,136.0,Portuguese,Medium-Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,123.0,yes,no,no,yes,female,no,19,no,0,8,8,7,14.33,0,0,8,8,7,14.33,0,10.8,1.4,1.74,Non Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,142.0,Portuguese,Medium Educated,Low Educated,Service/Sales,Machine/Vehicle Operators,127.7,no,no,no,yes,female,yes,20,no,0,6,7,6,15.0,0,0,6,6,6,16.33,0,13.9,-0.3,0.79,Non Dropout
single,General Admission Phases,High Preference,Veterinary Nursing,evening,High School Level,129.0,Portuguese,Medium-Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,117.5,yes,no,no,yes,female,no,19,no,0,5,9,5,13.6,1,0,5,5,5,12.4,0,12.7,3.7,-1.7,Non Dropout
single,General Admission Phases,High Preference,Veterinary Nursing,evening,High School Level,134.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Machine/Vehicle Operators,128.4,yes,no,no,yes,female,yes,18,no,0,5,12,5,12.86,2,0,5,8,4,13.25,0,9.4,-0.8,-3.12,Non Dropout
single,General Admission Phases,High Preference,Basic Education,evening,High School Level,123.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Professional/Managerial,124.1,yes,no,no,yes,female,no,18,no,0,6,7,2,14.5,0,0,6,6,1,10.0,0,15.5,2.8,-4.06,Dropout
single,Mature and International Students,High Preference,Management,daytime,High School Level,150.0,Portuguese,Medium-Low Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,140.9,no,yes,no,yes,female,no,24,no,0,5,7,3,10.67,0,0,5,7,3,10.5,0,10.8,1.4,1.74,Dropout
single,General Admission Phases,High Preference,Tourism,evening,High School Level,129.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Professional/Managerial,126.2,no,no,yes,no,female,yes,21,no,0,6,7,6,13.43,0,0,6,8,6,11.33,0,8.9,1.4,3.51,Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,134.0,Portuguese,Medium Educated,Low Educated,Machine/Vehicle Operators,Machine/Vehicle Operators,120.5,yes,no,no,yes,male,yes,18,no,0,7,12,7,11.72,0,0,8,13,4,10.87,0,15.5,2.8,-4.06,Non Dropout
single,General Admission Phases,High Preference,Management,evening,High School Level,127.0,Portuguese,Medium Educated,Low Educated,Professional/Managerial,Machine/Vehicle Operators,121.1,yes,no,no,yes,male,yes,20,no,0,5,11,4,12.0,0,0,5,5,5,12.8,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,High Preference,Basic Education,evening,High School Level,123.0,Portuguese,Medium Educated,High Educated,Unskilled Labor,Professional/Managerial,123.7,yes,no,yes,no,female,no,20,no,0,6,11,5,13.2,0,0,6,8,4,10.75,0,10.8,1.4,1.74,Dropout
single,General Admission Phases,Medium Preference,Tourism,evening,High School Level,127.0,Portuguese,Medium Educated,Low Educated,Service/Sales,Machine/Vehicle Operators,116.9,yes,no,yes,yes,female,no,18,no,0,6,7,5,12.2,0,0,6,10,4,12.25,0,12.4,0.5,1.79,Dropout
single,Mature and International Students,High Preference,Oral Hygiene,evening,High School Level,133.1,Portuguese,Low Educated,Medium-Low Educated,Unskilled Labor,Agriculture,100.0,yes,no,no,yes,female,yes,25,no,0,7,11,5,12.58,0,0,7,9,6,12.16,0,8.9,1.4,3.51,Non Dropout
single,General Admission Phases,Medium Preference,Social Service,evening,High School Level,131.0,Portuguese,Medium-Low Educated,Low Educated,Service/Sales,Machine/Vehicle Operators,120.2,yes,no,no,yes,female,yes,19,no,0,6,9,5,11.33,0,0,6,6,6,10.83,0,13.9,-0.3,0.79,Non Dropout
married,Mature and International Students,High Preference,Biofuel Production Technologies,evening,High School Level,120.0,Portuguese,Low Educated,Medium Educated,Unskilled Labor,Service/Sales,153.8,no,no,yes,yes,male,no,35,no,0,7,9,0,0.0,0,0,7,8,0,0.0,0,11.1,0.6,2.02,Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,133.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Unskilled Labor,Service/Sales,120.1,yes,no,no,yes,female,yes,19,no,0,7,9,6,12.43,0,0,8,8,8,14.0,0,13.9,-0.3,0.79,Non Dropout
single,General Admission Phases,High Preference,Advertising and Marketing Management,evening,High School Level,133.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,128.1,yes,no,no,yes,male,yes,18,no,0,6,6,6,13.0,0,0,6,6,6,13.0,0,13.9,-0.3,0.79,Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,143.0,Portuguese,High Educated,Medium-Low Educated,Professional/Managerial,Military,126.8,no,no,no,yes,male,no,19,no,0,8,8,7,14.54,0,0,8,8,7,14.54,0,10.8,1.4,1.74,Non Dropout
single,Transfers and Course Changes,High Preference,Nursing,evening,High School Level,140.0,Portuguese,Medium-Low Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,125.7,yes,no,no,yes,male,yes,19,no,0,7,8,5,11.2,0,0,7,8,5,11.2,0,7.6,2.6,0.32,Non Dropout
single,General Admission Phases,High Preference,Communication Design,evening,High School Level,157.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,146.2,no,no,no,yes,male,no,18,no,0,6,6,6,16.0,0,0,6,6,6,13.67,0,12.4,0.5,1.79,Non Dropout
single,Mature and International Students,High Preference,Equinculture,evening,High School Level,133.1,Portuguese,Medium-Low Educated,High Educated,Unskilled Labor,Professional/Managerial,140.0,yes,no,yes,yes,male,no,24,no,0,6,13,5,13.14,0,0,6,15,3,12.67,0,16.2,0.3,-0.92,Dropout
single,Transfers and Course Changes,High Preference,Social Service,daytime,High School Level,145.0,European (Non-Portuguese),Unknown,Unknown,Student,Student,134.5,yes,no,no,yes,male,no,25,yes,8,14,23,11,11.69,0,6,10,20,8,11.14,0,9.4,-0.8,-3.12,Non Dropout
single,Mature and International Students,High Preference,Informatics Engineering,evening,High School Level,130.0,Portuguese,Low Educated,High Educated,Unskilled Labor,Professional/Managerial,137.0,yes,no,no,yes,male,no,28,no,0,5,11,4,10.5,0,0,5,12,4,11.0,4,7.6,2.6,0.32,Non Dropout
single,General Admission Phases,High Preference,Veterinary Nursing,evening,High School Level,111.0,Portuguese,Medium Educated,Low Educated,Service/Sales,Unskilled Labor,107.5,no,no,no,yes,male,yes,19,no,0,6,9,6,13.83,0,0,6,12,5,13.67,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,High Preference,Informatics Engineering,evening,High School Level,116.0,Portuguese,Medium-Low Educated,Medium Educated,Unskilled Labor,Machine/Vehicle Operators,112.2,no,no,no,yes,male,no,19,no,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,Dropout
single,Mature and International Students,High Preference,Equinculture,evening,High School Level,133.1,Portuguese,Medium Educated,Low Educated,Others,Others,128.2,no,no,no,no,male,yes,30,no,0,5,13,0,0.0,3,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,135.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Professional/Managerial,Service/Sales,126.8,yes,no,no,yes,male,no,19,no,0,7,9,0,0.0,0,0,7,8,0,0.0,0,15.5,2.8,-4.06,Dropout
single,General Admission Phases,High Preference,Management,evening,High School Level,145.0,Portuguese,Medium-Low Educated,Low Educated,Professional/Managerial,Professional/Managerial,132.1,yes,no,no,yes,male,no,21,no,0,5,10,1,10.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout
single,General Admission Phases,High Preference,Animation and Multimedia Design,evening,High School Level,118.0,Portuguese,Low Educated,Low Educated,Professional/Managerial,Service/Sales,110.0,no,no,no,yes,male,no,19,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout
single,Mature and International Students,High Preference,Agronomy,evening,High School Level,130.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Unskilled Labor,Service/Sales,100.0,no,no,no,no,male,no,29,no,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
single,General Admission Phases,High Preference,Advertising and Marketing Management,evening,High School Level,115.0,Portuguese,Medium-Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,114.3,no,no,no,yes,male,no,18,no,0,6,7,4,12.6,0,0,6,6,4,13.0,0,12.4,0.5,1.79,Dropout
single,General Admission Phases,High Preference,Management,evening,High School Level,122.0,Portuguese,Medium Educated,Low Educated,Professional/Managerial,Service/Sales,116.4,no,no,no,yes,male,no,21,no,0,5,10,3,11.25,0,0,5,9,3,11.0,0,15.5,2.8,-4.06,Non Dropout
single,Transfers and Course Changes,High Preference,Communication Design,evening,High School Level,120.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,116.9,no,no,no,yes,male,no,20,no,6,7,13,7,12.38,0,4,7,8,4,11.25,0,13.9,-0.3,0.79,Dropout
single,Transfers and Course Changes,High Preference,Management,daytime,High School Level,120.0,Portuguese,Low Educated,High Educated,Service/Sales,Professional/Managerial,128.2,no,no,yes,yes,male,no,24,no,3,10,15,7,10.71,0,3,10,11,9,12.56,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,High Preference,Journalism and Communication,evening,High School Level,120.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Service/Sales,127.0,yes,no,no,no,male,no,18,no,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
single,Transfers and Course Changes,High Preference,Agronomy,evening,High School Level,140.0,Portuguese,Medium Educated,High Educated,Professional/Managerial,Professional/Managerial,140.0,yes,no,no,yes,male,no,23,no,0,6,14,5,12.0,0,0,6,12,5,12.14,0,15.5,2.8,-4.06,Non Dropout
single,General Admission Phases,Low Preference,Management,evening,High School Level,127.0,Portuguese,Medium Educated,Medium-Low Educated,Professional/Managerial,Agriculture,120.0,yes,no,no,yes,male,no,19,no,0,5,6,5,12.6,0,0,5,8,3,12.67,0,8.9,1.4,3.51,Non Dropout
single,Prior Higher Education Holders,High Preference,Tourism,evening,Bachelor Level,110.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Professional/Managerial,Professional/Managerial,110.0,no,no,no,yes,male,no,35,no,0,6,7,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,148.0,Portuguese,Medium Educated,Medium Educated,Unskilled Labor,Unskilled Labor,127.0,yes,no,no,yes,male,no,20,no,0,8,8,7,12.84,0,0,8,8,7,12.84,0,10.8,1.4,1.74,Non Dropout
married,Mature and International Students,High Preference,Social Service,evening,Specialized Technical,170.0,Portuguese,Medium-Low Educated,Low Educated,Machine/Vehicle Operators,Machine/Vehicle Operators,159.5,no,no,no,yes,male,no,33,no,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
single,General Admission Phases,High Preference,Journalism and Communication,evening,High School Level,146.0,Portuguese,Medium Educated,High Educated,Professional/Managerial,Professional/Managerial,135.2,yes,no,no,yes,male,no,18,no,0,6,7,6,14.17,0,0,6,6,6,12.83,0,9.4,-0.8,-3.12,Non Dropout
single,General Admission Phases,High Preference,Journalism and Communication,evening,High School Level,127.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,122.8,yes,no,no,yes,male,no,20,no,0,6,7,6,12.17,0,0,6,9,3,12.0,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,High Preference,Journalism and Communication,evening,High School Level,125.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,118.0,yes,no,no,yes,male,no,19,no,0,6,12,4,10.8,0,0,6,14,3,11.0,0,13.9,-0.3,0.79,Dropout
single,General Admission Phases,Medium Preference,Journalism and Communication,evening,High School Level,139.0,Portuguese,Low Educated,Medium Educated,Professional/Managerial,Professional/Managerial,123.6,yes,no,no,yes,male,no,18,no,0,6,6,6,13.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
single,Mature and International Students,High Preference,Management,daytime,High School Level,133.1,Portuguese,Low Educated,Low Educated,Machine/Vehicle Operators,Unskilled Labor,111.0,no,no,no,no,male,no,28,no,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
single,General Admission Phases,High Preference,Management,evening,High School Level,146.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Service/Sales,144.6,no,no,no,yes,male,no,18,no,0,5,5,5,13.0,0,0,5,6,5,13.33,0,16.2,0.3,-0.92,Non Dropout
single,General Admission Phases,High Preference,Journalism and Communication,evening,High School Level,109.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,111.8,yes,no,yes,yes,male,no,25,no,0,6,8,6,11.57,0,0,6,9,6,11.57,0,15.5,2.8,-4.06,Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,135.0,Portuguese,Medium Educated,Low Educated,Professional/Managerial,Agriculture,122.1,no,yes,yes,no,male,no,19,no,0,6,6,4,11.5,0,0,6,6,5,11.0,0,8.9,1.4,3.51,Dropout
single,General Admission Phases,High Preference,Communication Design,evening,High School Level,122.0,Portuguese,Low Educated,Medium-Low Educated,Service/Sales,Service/Sales,119.9,no,no,no,yes,male,no,18,no,0,6,8,5,11.0,0,0,6,6,4,10.75,0,9.4,-0.8,-3.12,Non Dropout
single,Prior Higher Education Holders,High Preference,Agronomy,evening,Bachelor Level,130.0,Portuguese,High Educated,High Educated,Agriculture,Professional/Managerial,130.0,yes,no,no,yes,male,no,29,no,1,6,10,6,17.11,0,2,6,9,6,15.57,0,13.9,-0.3,0.79,Non Dropout
single,General Admission Phases,High Preference,Animation and Multimedia Design,evening,High School Level,124.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,118.4,yes,no,no,yes,male,no,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Non Dropout
single,General Admission Phases,High Preference,Tourism,evening,High School Level,115.0,Portuguese,High Educated,High Educated,Professional/Managerial,Service/Sales,112.6,no,no,no,yes,male,yes,20,no,0,6,9,6,12.57,0,0,6,6,6,12.17,0,8.9,1.4,3.51,Non Dropout
single,Prior Higher Education Holders,High Preference,Agronomy,evening,Specialized Technical,150.0,Portuguese,High Educated,Medium-Low Educated,Professional/Managerial,Agriculture,150.0,no,no,no,yes,male,no,20,no,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
single,General Admission Phases,Medium Preference,Communication Design,evening,High School Level,170.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,165.8,yes,no,no,yes,male,no,18,no,0,6,7,6,14.5,0,0,6,6,6,15.17,0,9.4,-0.8,-3.12,Non Dropout
single,General Admission Phases,Low Preference,Tourism,evening,High School Level,102.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Professional/Managerial,101.7,yes,no,no,yes,male,yes,21,no,0,6,6,6,13.5,0,0,6,6,6,12.33,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,High Preference,Tourism,evening,High School Level,140.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,124.3,no,no,no,no,male,no,18,no,0,6,9,5,11.2,0,0,6,14,2,10.0,0,9.4,-0.8,-3.12,Dropout
single,General Admission Phases,Medium Preference,Informatics Engineering,evening,High School Level,135.0,Portuguese,Low Educated,Low Educated,Others,Others,122.1,yes,no,no,yes,male,no,20,no,0,5,10,3,10.67,0,0,5,5,4,12.25,0,7.6,2.6,0.32,Non Dropout
single,Transfers and Course Changes,High Preference,Social Service,daytime,High School Level,148.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,134.7,no,no,no,yes,female,no,23,no,9,13,15,9,11.0,0,4,11,12,7,11.57,0,15.5,2.8,-4.06,Non Dropout
single,Mature and International Students,High Preference,Management,daytime,High School Level,140.0,Portuguese,Medium Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,154.5,no,no,no,yes,female,no,26,no,0,1,2,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,Dropout
single,General Admission Phases,Medium Preference,Advertising and Marketing Management,evening,High School Level,147.0,Portuguese,Low Educated,Low Educated,Machine/Vehicle Operators,Machine/Vehicle Operators,128.8,no,no,yes,yes,female,no,19,no,0,5,5,1,10.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,Mature and International Students,High Preference,Oral Hygiene,evening,High School Level,140.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,106.0,yes,no,yes,no,female,yes,24,no,0,7,14,5,12.36,0,1,8,15,5,12.0,0,8.9,1.4,3.51,Dropout
single,General Admission Phases,High Preference,Advertising and Marketing Management,evening,High School Level,157.0,Portuguese,Medium-Low Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,146.2,yes,no,no,yes,female,yes,20,no,0,6,8,6,15.25,0,0,6,7,6,14.71,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,High Preference,Management,daytime,High School Level,120.0,Portuguese,Low Educated,High Educated,Unskilled Labor,Professional/Managerial,116.9,yes,no,yes,no,female,no,26,no,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
single,Mature and International Students,High Preference,Management,evening,High School Level,133.1,Portuguese,Medium-Low Educated,Low Educated,Machine/Vehicle Operators,Unskilled Labor,118.2,no,no,no,yes,female,no,31,no,0,5,8,1,13.0,2,0,5,9,4,12.25,0,10.8,1.4,1.74,Dropout
married,Transfers and Course Changes,High Preference,Nursing,evening,High School Level,140.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Military,105.7,yes,no,no,yes,female,no,27,no,0,8,8,8,13.81,0,0,8,8,8,13.81,0,9.4,-0.8,-3.12,Non Dropout
single,General Admission Phases,High Preference,Veterinary Nursing,evening,High School Level,130.0,Portuguese,Medium-Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,126.9,no,no,yes,yes,female,no,24,no,0,6,8,6,13.29,0,0,6,13,6,12.88,0,11.1,0.6,2.02,Non Dropout
single,Prior Higher Education Holders,High Preference,Veterinary Nursing,evening,Specialized Technical,150.0,Portuguese,Medium-Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,150.0,yes,no,no,yes,female,no,23,no,0,6,11,4,11.5,0,0,6,12,4,12.2,0,8.9,1.4,3.51,Non Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,115.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,108.4,yes,no,no,yes,female,yes,20,no,0,7,8,7,11.96,0,0,8,9,8,13.04,0,13.9,-0.3,0.79,Non Dropout
single,General Admission Phases,Low Preference,Nursing,evening,High School Level,118.0,Portuguese,Low Educated,Low Educated,Service/Sales,Service/Sales,114.2,yes,no,no,yes,female,no,20,no,0,7,9,6,13.68,0,0,8,11,6,13.12,0,11.1,0.6,2.02,Non Dropout
single,Mature and International Students,High Preference,Nursing,evening,High School Level,130.0,Portuguese,Low Educated,Medium Educated,Unskilled Labor,Professional/Managerial,140.0,yes,no,no,yes,female,no,24,no,0,8,8,7,14.99,0,0,8,8,7,14.99,0,12.7,3.7,-1.7,Non Dropout
married,Mature and International Students,High Preference,Management,evening,High School Level,130.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,142.5,no,no,no,yes,female,no,39,no,0,5,8,4,11.25,0,0,5,8,4,11.5,0,11.1,0.6,2.02,Non Dropout
